Time,VS,HS,Distance,Altitude,Angle,Weight,Acceleration,Throttle,Fuel
1378.0,0.57,1.13,-403082.9,5.6,0.0,194.5,0.97,0.30,29.5
1379.0,0.54,1.13,-403084.0,5.0,0.0,194.5,0.97,0.30,29.5
1380.0,0.51,1.13,-403085.1,4.5,0.0,194.4,0.97,0.30,29.4
1381.0,0.49,1.13,-403086.3,4.0,0.0,194.3,0.97,0.30,29.3
1382.0,0.46,1.13,-403087.4,3.6,0.0,194.3,0.97,0.30,29.3
1383.0,0.43,1.13,-403088.5,3.2,0.0,194.2,0.97,0.30,29.2
1384.0,0.40,1.13,-403089.6,2.8,0.0,194.1,0.97,0.30,29.1
1385.0,0.37,1.13,-403090.8,2.4,0.0,194.1,0.97,0.30,29.1
1386.0,0.34,1.13,-403091.9,2.1,0.0,194.0,0.97,0.30,29.0
1387.0,0.31,1.13,-403093.0,1.7,0.0,193.9,0.97,0.30,28.9
1388.0,0.28,1.13,-403094.1,1.5,0.0,193.9,0.97,0.30,28.9
1389.0,0.26,1.13,-403095.3,1.2,0.0,193.8,0.97,0.30,28.8
1390.0,0.23,1.13,-403096.4,1.0,0.0,193.7,0.98,0.30,28.7
1391.0,0.20,1.13,-403097.5,0.8,0.0,193.7,0.98,0.30,28.7
1392.0,0.18,1.13,-403098.6,0.6,0.0,193.6,0.98,0.30,28.6
1393.0,0.15,1.13,-403099.8,0.4,0.0,193.5,0.98,0.30,28.5
1394.0,0.12,1.13,-403100.9,0.3,0.0,193.5,0.98,0.30,28.5
1395.0,0.10,1.13,-403102.0,0.2,0.0,193.4,0.98,0.30,28.4
1396.0,0.08,1.13,-403103.2,0.1,0.0,193.3,0.98,0.30,28.3
1397.0,0.06,1.13,-403104.3,0.1,0.0,193.3,0.98,0.30,28.3
1398.0,0.04,1.13,-403105.4,0.0,0.0,193.2,0.98,0.30,28.2
1399.0,0.02,1.13,-403106.5,0.0,0.0,193.1,0.98,0.30,28.1
1400.0,0.01,1.13,-403107.7,0.0,0.0,193.1,0.98,0.30,28.1
1401.0,0.01,1.13,-403108.8,0.0,0.0,193.0,0.98,0.30,28.0
1402.0,0.00,1.13,-403109.9,0.0,0.0,192.9,0.98,0.30,27.9
1403.0,0.00,1.13,-403111.0,0.0,0.0,192.9,0.98,0.30,27.9
1404.0,0.00,1.13,-403112.2,0.0,0.0,192.8,0.98,0.30,27.8
1405.0,0.00,1.13,-403113.3,0.0,0.0,192.7,0.98,0.30,27.7
1406.0,0.00,1.13,-403114.4,0.0,0.0,192.7,0.98,0.30,27.7
1407.0,0.00,1.13,-403115.5,0.0,0.0,192.6,0.98,0.30,27.6
